-7.550233679146522547e+01,4.076179537495859506e+01
-7.018358276414150509e+01,4.123662482084679226e+01
-7.467069115868646634e+01,3.951832221884475160e+01
-7.210593664427963745e+01,4.271459191829087132e+01
-7.372705810090484135e+01,4.260221750575551170e+01
-7.616880000000000450e+01,3.946620000000000772e+01
-7.352240231325828290e+01,4.269565852733602185e+01
-7.151479999999999393e+01,4.278180000000000405e+01
-7.556598794648672879e+01,4.133339331506807923e+01
-7.277029409734196008e+01,4.204680661691644872e+01
-7.270991851572367182e+01,4.182178339613330564e+01
-7.322922603175780409e+01,4.106776846296988737e+01
-7.128900000000000148e+01,4.235180332013688087e+01
-7.609918209446522042e+01,4.224085201845492321e+01
-7.180039216918358136e+01,4.097071520338065653e+01
-7.440724620532962774e+01,4.017966804529776681e+01
-7.094911229727699720e+01,4.210471180752979592e+01
-7.091610000000000014e+01,4.237152914308419582e+01
-7.462050855863780896e+01,4.092103435483418394e+01
-7.259824629500734261e+01,4.211215892907446090e+01
-7.540898863444029132e+01,4.046507667778767825e+01
-6.999330000000000496e+01,4.164025510195445889e+01
-7.558010276798327709e+01,3.916177567765509338e+01
-7.368610193840682143e+01,4.131325684097421913e+01
-7.522166259173269509e+01,4.042355672545689771e+01
-7.098560761106699601e+01,4.156007810955777160e+01
-7.438315603984929680e+01,4.065378302195934879e+01
-7.179684390149338924e+01,4.251570646088102734e+01
-7.068311783705547668e+01,4.151361798766315303e+01
-7.275082431373323288e+01,4.076760620764844134e+01
-7.353222007756379242e+01,4.065280493897714109e+01
-7.450343368017178136e+01,4.112421014860749580e+01
-7.067210000000000036e+01,4.198009563949268141e+01
-7.207716305582327720e+01,4.121367112040314140e+01
-7.270323999994172937e+01,4.162569863650214330e+01
-7.394239295904147014e+01,4.113130171252671374e+01
-7.294025125570820478e+01,4.115278968803858817e+01
-7.286889999999999645e+01,4.082170000000000698e+01
-7.023635918762634844e+01,4.148388094215768973e+01
-7.599490000000000123e+01,4.098680000000000234e+01
-7.224660055657324165e+01,4.166005273799056852e+01
-7.560080000000000666e+01,3.979095175902776305e+01
-7.328992278206762023e+01,4.071105489270970423e+01
-7.397677591019085241e+01,4.054389337003468796e+01
-7.229427896534950548e+01,4.087058923794840126e+01
-7.448265268478593271e+01,4.076902200780149599e+01
-7.421676078137433308e+01,4.073378054002645143e+01
-7.641780943849686025e+01,4.028393653271722741e+01
-7.547868811810857892e+01,4.023191697210916828e+01
-7.123255851983473974e+01,4.249520725023000978e+01
-7.426500000000000057e+01,4.150919999999999987e+01
-7.517627373343636066e+01,3.945657329204453134e+01
-7.444585913708995406e+01,3.992739845060870607e+01
-7.285148297618775359e+01,4.146560094648545203e+01
-7.441490000000000293e+01,4.079930000000003076e+01
-7.557126238829006581e+01,4.126022356232194710e+01
-7.586549999999999727e+01,3.997900000000000631e+01
-7.479500000000000171e+01,4.170160000000001332e+01
-7.064218919948663711e+01,4.127677239278644805e+01
-7.621739999999999782e+01,4.259290000000001442e+01
-7.456877420993215821e+01,4.003320022021927826e+01
-7.396930000000000405e+01,4.066086847103299817e+01
-7.571343317827653152e+01,4.004789652894865526e+01
-7.167411492223087066e+01,4.136154943612738322e+01
-7.241444188035188745e+01,4.255362549413360540e+01
-7.201850219493292116e+01,4.214055234932822458e+01
-7.128421888278948870e+01,4.204795458724155566e+01
-7.337981685653689112e+01,4.136753501805349487e+01
-7.522660000000000480e+01,3.987339999999999662e+01
-7.501340000000000430e+01,4.007889999999999731e+01
-7.412111772920189878e+01,4.169099067390406788e+01
-7.343909015250383732e+01,4.246749322899232482e+01
-7.555719999999999459e+01,4.023830000000000240e+01
-7.029571481252548892e+01,4.191459941246085208e+01
-7.157398309496764455e+01,4.153769369653200272e+01
-7.078351307066937181e+01,4.167635772674860561e+01
-7.604995785031289302e+01,4.055608810755687443e+01
-7.386815734994958405e+01,4.279570677533450862e+01
-7.167390741226172679e+01,4.175779783141583579e+01
-7.466939999999999600e+01,4.062389999999999901e+01
-7.259982331656438248e+01,4.126110869487970945e+01
-7.437027951945324844e+01,4.167082158107938028e+01
-7.104849189508317409e+01,4.175928213310667303e+01
-7.433215616405352932e+01,4.089559288189545327e+01
-7.497487488221196372e+01,4.042149032476984871e+01
-7.538190000000000168e+01,4.043520000000000891e+01
-7.132504880703507411e+01,4.134627651378875868e+01
-7.484569999999999368e+01,3.994290000000000163e+01
-7.652713974713594780e+01,3.924229780642625798e+01
-7.485829892471150515e+01,4.013343788903345200e+01
-7.190838583951577334e+01,4.120643509806633631e+01
-7.496795432284979199e+01,3.900027697433925056e+01
-7.546135207828081093e+01,4.068663555460239678e+01
