PARAM,HORIZON,LANES,MARGIN,NUM_VEHICLES,PARK_CAP_MULT,AIR_SPEED,MAX_ENDURANCE,OPERATIONAL_CAP,TAT,NETWORKS,WEATHER_SCEN,WEATHER_CUTOFF,FIXED_DIR,DEM_MIN_VERT,DEMAND_ALPHA,TIME_DISC,NUM_ROUTES,PP_ALGO,TPR,KNN,PRED_TYPE,SEEDS,TIME_LIMIT,OPT_GAP
12,180,8,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
13,180,2,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
14,180,4,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
15,180,8,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
16,180,2,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
17,180,4,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
18,180,8,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
19,180,2,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
20,180,4,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
21,180,8,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
22,180,2,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
23,180,4,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
24,180,8,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
25,180,2,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
26,180,4,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
27,180,8,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
28,180,2,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
29,180,4,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
30,180,8,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
31,180,2,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
32,180,4,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
33,180,8,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
34,180,2,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
35,180,4,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
36,180,8,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
37,180,2,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
38,180,4,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
39,180,8,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
40,180,2,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
41,180,4,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
42,180,8,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
43,180,2,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
44,180,4,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
45,180,8,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
46,180,2,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
47,180,4,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
48,180,8,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
49,180,2,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
50,180,4,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
51,180,8,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
52,180,2,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
53,180,4,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
54,180,8,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,1.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
55,180,2,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
56,180,4,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
57,180,8,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
58,180,2,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
59,180,4,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
60,180,8,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
61,180,2,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
62,180,4,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
63,180,8,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
64,180,2,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
65,180,4,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
66,180,8,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
67,180,2,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
68,180,4,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
69,180,8,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
70,180,2,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
71,180,4,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
72,180,8,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
73,180,2,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
74,180,4,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
75,180,8,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
76,180,2,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
77,180,4,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
78,180,8,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
79,180,2,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
80,180,4,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
81,180,8,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
82,180,2,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
83,180,4,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
84,180,8,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
85,180,2,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
86,180,4,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
87,180,8,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
88,180,2,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
89,180,4,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
90,180,8,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
91,180,2,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
92,180,4,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
93,180,8,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
94,180,2,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
95,180,4,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
96,180,8,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
97,180,2,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
98,180,4,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
99,180,8,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
100,180,2,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
101,180,4,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
102,180,8,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
103,180,2,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
104,180,4,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
105,180,8,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
106,180,2,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
107,180,4,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
108,180,8,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,5.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
109,180,2,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
110,180,4,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
111,180,8,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
112,180,2,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
113,180,4,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
114,180,8,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
115,180,2,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
116,180,4,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
117,180,8,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
118,180,2,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
119,180,4,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
120,180,8,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
121,180,2,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
122,180,4,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
123,180,8,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
124,180,2,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
125,180,4,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
126,180,8,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
127,180,2,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
128,180,4,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
129,180,8,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
130,180,2,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
131,180,4,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
132,180,8,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
133,180,2,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
134,180,4,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
135,180,8,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,0,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
136,180,2,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
137,180,4,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
138,180,8,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
139,180,2,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
140,180,4,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
141,180,8,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
142,180,2,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
143,180,4,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
144,180,8,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
145,180,2,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
146,180,4,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
147,180,8,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
148,180,2,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
149,180,4,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
150,180,8,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
151,180,2,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
152,180,4,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
153,180,8,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
154,180,2,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
155,180,4,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
156,180,8,3.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
157,180,2,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
158,180,4,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
159,180,8,5.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
160,180,2,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
161,180,4,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
162,180,8,10.0,5,2.0,100.0,90,1,15,Victor_Network,0,0,1,10.0,30.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
163,180,2,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
164,180,4,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
165,180,8,3.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
166,180,2,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
167,180,4,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
168,180,8,5.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
169,180,2,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
170,180,4,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
171,180,8,10.0,5,1.1,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
172,180,2,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
173,180,4,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
174,180,8,3.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
175,180,2,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
176,180,4,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
177,180,8,5.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
178,180,2,10.0,5,1.5,100.0,90,1,15,Victor_Network,0,0,0,1.0,60.0,1,1,backward_one,0.7,1,Oracle,405,1800,0.01
