PARAM,FORMULATION,NODE_MULT,VERTIPORTS,ANG_CUTOFF,HORIZON,LANES,MARGIN,NUM_VEHICLES,PARKING_CAP,AIR_SPEED,MAX_ENDURANCE,OPERATIONAL_CAP,NETWORKS,WEATHER_SCEN,DEM_MIN_VERT,DEMAND_ALPHA,TIME_DISC,NUM_ROUTES,ROUTE_SEEDING,PP_ALGO,TPR,KNN,SEEDS
43,FBF,5.0,30,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
44,FBF,5.0,50,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
45,FBF,5.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
46,FBF,5.0,15,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
47,FBF,5.0,30,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
48,FBF,5.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
49,FBF,5.0,5,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
50,FBF,5.0,15,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
51,FBF,5.0,30,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
52,FBF,5.0,50,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
53,FBF,5.0,5,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
54,FBF,5.0,15,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
55,FBF,5.0,30,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
56,FBF,5.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
57,FBF,5.0,5,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
58,FBF,5.0,15,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
59,FBF,5.0,30,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
60,FBF,5.0,50,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
61,FBF,5.0,5,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
62,FBF,5.0,15,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
63,FBF,5.0,30,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
64,FBF,5.0,50,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
65,FBF,5.0,5,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
66,FBF,5.0,15,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
67,FBF,5.0,30,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
68,FBF,5.0,50,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
69,FBF,5.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
70,FBF,5.0,15,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
71,FBF,5.0,30,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
72,FBF,5.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
73,FBF,5.0,5,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
74,FBF,5.0,15,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
75,FBF,5.0,30,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
76,FBF,5.0,50,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
77,FBF,5.0,5,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
78,FBF,5.0,15,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
79,FBF,5.0,30,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
80,FBF,5.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
81,FBF,5.0,5,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
82,FBF,5.0,15,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
83,FBF,5.0,30,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
84,FBF,5.0,50,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
85,FBF,5.0,5,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
86,FBF,5.0,15,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
87,FBF,5.0,30,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
88,FBF,5.0,50,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
89,FBF,5.0,5,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
90,FBF,5.0,15,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
91,FBF,5.0,30,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
92,FBF,5.0,50,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
93,FBF,5.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
94,FBF,5.0,15,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
95,FBF,5.0,30,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
96,FBF,5.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
97,FBF,5.0,5,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
98,FBF,5.0,15,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
99,FBF,5.0,30,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
100,FBF,5.0,50,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
101,FBF,5.0,5,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
102,FBF,5.0,15,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
103,FBF,5.0,30,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
104,FBF,5.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
105,FBF,5.0,5,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
106,FBF,5.0,15,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
107,FBF,5.0,30,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
108,FBF,5.0,50,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
109,FBF,5.0,5,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
110,FBF,5.0,15,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
111,FBF,5.0,30,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
112,FBF,5.0,50,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
113,FBF,5.0,5,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
114,FBF,5.0,15,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
115,FBF,5.0,30,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
116,FBF,5.0,50,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
117,FBF,5.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
118,FBF,5.0,15,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
119,FBF,5.0,30,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
120,FBF,5.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,1.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
121,FBF,5.0,5,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
122,FBF,5.0,15,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
123,FBF,5.0,30,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
124,FBF,5.0,50,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
125,FBF,5.0,5,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
126,FBF,5.0,15,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
127,FBF,5.0,30,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
128,FBF,5.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
129,FBF,5.0,5,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
130,FBF,5.0,15,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
131,FBF,5.0,30,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
132,FBF,5.0,50,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
133,FBF,5.0,5,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
134,FBF,5.0,15,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
135,FBF,5.0,30,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
136,FBF,5.0,50,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
137,FBF,5.0,5,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
138,FBF,5.0,15,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
139,FBF,5.0,30,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
140,FBF,5.0,50,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
141,FBF,5.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
142,FBF,5.0,15,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
143,FBF,5.0,30,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
144,FBF,5.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,5.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
145,FBF,5.0,5,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
146,FBF,5.0,15,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
147,FBF,5.0,30,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
148,FBF,5.0,50,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
149,FBF,5.0,5,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
150,FBF,5.0,15,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
151,FBF,5.0,30,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
152,FBF,5.0,50,15.0,60,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
153,FBF,5.0,5,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
154,FBF,5.0,15,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
155,FBF,5.0,30,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
156,FBF,5.0,50,15.0,90,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
157,FBF,5.0,5,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
158,FBF,5.0,15,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
159,FBF,5.0,30,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
160,FBF,5.0,50,15.0,120,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
161,FBF,5.0,5,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
162,FBF,5.0,15,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
163,FBF,5.0,30,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
164,FBF,5.0,50,15.0,150,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
165,FBF,5.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
166,FBF,5.0,15,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
167,FBF,5.0,30,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
168,FBF,5.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,20.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
169,FBF,5.0,5,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
170,FBF,5.0,15,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
171,FBF,5.0,30,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
172,FBF,5.0,50,15.0,30,4,3.0,5,8,100.0,90,1,Random_Network,0,40.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,345345
