PARAM,FORMULATION,NODE_MULT,VERTIPORTS,ANG_CUTOFF,HORIZON,LANES,MARGIN,NUM_VEHICLES,PARKING_CAP,AIR_SPEED,MAX_ENDURANCE,OPERATIONAL_CAP,NETWORKS,WEATHER_SCEN,DEM_MIN_VERT,DEMAND_ALPHA,TIME_DISC,NUM_ROUTES,ROUTE_SEEDING,PP_ALGO,TPR,KNN,SEEDS
32,FBF,2.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,4055
33,FBF,10.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,4055
34,FBF,1.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,4055
35,FBF,2.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,4055
36,FBF,10.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,4055
37,FBF,1.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_all,0.7,1,4055
38,FBF,2.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_all,0.7,1,4055
39,FBF,10.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_all,0.7,1,4055
40,FBF,1.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_all,0.7,1,4055
41,FBF,2.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_all,0.7,1,4055
42,FBF,10.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_all,0.7,1,4055
43,FBF,1.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_all,0.7,1,4055
44,FBF,2.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_all,0.7,1,4055
45,FBF,10.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_all,0.7,1,4055
46,FBF,1.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_all,0.7,1,4055
47,FBF,2.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_all,0.7,1,4055
48,FBF,10.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_all,0.7,1,4055
49,FBF,1.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_all,0.7,1,4055
50,FBF,2.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_all,0.7,1,4055
51,FBF,10.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_all,0.7,1,4055
52,FBF,1.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_all,0.7,1,4055
53,FBF,2.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_all,0.7,1,4055
54,FBF,10.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_all,0.7,1,4055
55,FBF,1.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_all,0.7,1,4055
56,FBF,2.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_all,0.7,1,4055
57,FBF,10.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_all,0.7,1,4055
58,FBF,1.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_all,0.7,1,4055
59,FBF,2.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_all,0.7,1,4055
60,FBF,10.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_all,0.7,1,4055
61,FBF,1.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_all,0.7,1,4055
62,FBF,2.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_all,0.7,1,4055
63,FBF,10.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_all,0.7,1,4055
64,FBF,1.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_all,0.7,1,4055
65,FBF,2.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_all,0.7,1,4055
66,FBF,10.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_all,0.7,1,4055
67,FBF,1.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_all,0.7,1,4055
68,FBF,2.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_all,0.7,1,4055
69,FBF,10.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_all,0.7,1,4055
70,FBF,1.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_all,0.7,1,4055
71,FBF,2.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_all,0.7,1,4055
72,FBF,10.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_all,0.7,1,4055
73,FBF,1.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_one,0.7,1,4055
74,FBF,2.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_one,0.7,1,4055
75,FBF,10.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_one,0.7,1,4055
76,FBF,1.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_one,0.7,1,4055
77,FBF,2.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_one,0.7,1,4055
78,FBF,10.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_one,0.7,1,4055
79,FBF,1.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_one,0.7,1,4055
80,FBF,2.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_one,0.7,1,4055
81,FBF,10.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_one,0.7,1,4055
82,FBF,1.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_one,0.7,1,4055
83,FBF,2.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_one,0.7,1,4055
84,FBF,10.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_one,0.7,1,4055
85,FBF,1.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_one,0.7,1,4055
86,FBF,2.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_one,0.7,1,4055
87,FBF,10.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_one,0.7,1,4055
88,FBF,1.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_one,0.7,1,4055
89,FBF,2.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_one,0.7,1,4055
90,FBF,10.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_one,0.7,1,4055
91,FBF,1.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_one,0.7,1,4055
92,FBF,2.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_one,0.7,1,4055
93,FBF,10.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_one,0.7,1,4055
94,FBF,1.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_one,0.7,1,4055
95,FBF,2.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_one,0.7,1,4055
96,FBF,10.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_one,0.7,1,4055
97,FBF,1.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
98,FBF,2.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
99,FBF,10.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
100,FBF,1.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
101,FBF,2.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
102,FBF,10.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
103,FBF,1.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
104,FBF,2.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
105,FBF,10.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
106,FBF,1.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
107,FBF,2.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
108,FBF,10.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_one,0.7,1,4055
109,FBF,1.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_all,0.7,1,4055
110,FBF,2.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_all,0.7,1,4055
111,FBF,10.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_all,0.7,1,4055
112,FBF,1.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_all,0.7,1,4055
113,FBF,2.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_all,0.7,1,4055
114,FBF,10.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_all,0.7,1,4055
115,FBF,1.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_all,0.7,1,4055
116,FBF,2.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_all,0.7,1,4055
117,FBF,10.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_all,0.7,1,4055
118,FBF,1.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_all,0.7,1,4055
119,FBF,2.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_all,0.7,1,4055
120,FBF,10.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,backward_all,0.7,1,4055
121,FBF,1.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_all,0.7,1,4055
122,FBF,2.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_all,0.7,1,4055
123,FBF,10.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_all,0.7,1,4055
124,FBF,1.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_all,0.7,1,4055
125,FBF,2.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_all,0.7,1,4055
126,FBF,10.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_all,0.7,1,4055
127,FBF,1.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_all,0.7,1,4055
128,FBF,2.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_all,0.7,1,4055
129,FBF,10.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_all,0.7,1,4055
130,FBF,1.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_all,0.7,1,4055
131,FBF,2.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_all,0.7,1,4055
132,FBF,10.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,backward_all,0.7,1,4055
133,FBF,1.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_all,0.7,1,4055
134,FBF,2.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_all,0.7,1,4055
135,FBF,10.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_all,0.7,1,4055
136,FBF,1.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_all,0.7,1,4055
137,FBF,2.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_all,0.7,1,4055
138,FBF,10.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_all,0.7,1,4055
139,FBF,1.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_all,0.7,1,4055
140,FBF,2.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_all,0.7,1,4055
141,FBF,10.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_all,0.7,1,4055
142,FBF,1.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_all,0.7,1,4055
143,FBF,2.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_all,0.7,1,4055
144,FBF,10.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,backward_all,0.7,1,4055
145,FBF,1.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_one,0.7,1,345345
146,FBF,2.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_one,0.7,1,345345
147,FBF,10.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_one,0.7,1,345345
148,FBF,1.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_one,0.7,1,345345
149,FBF,2.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_one,0.7,1,345345
150,FBF,10.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_one,0.7,1,345345
151,FBF,1.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_one,0.7,1,345345
152,FBF,2.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_one,0.7,1,345345
153,FBF,10.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_one,0.7,1,345345
154,FBF,1.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_one,0.7,1,345345
155,FBF,2.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_one,0.7,1,345345
156,FBF,10.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,None,forward_one,0.7,1,345345
157,FBF,1.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_one,0.7,1,345345
158,FBF,2.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_one,0.7,1,345345
159,FBF,10.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_one,0.7,1,345345
160,FBF,1.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_one,0.7,1,345345
161,FBF,2.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_one,0.7,1,345345
162,FBF,10.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_one,0.7,1,345345
163,FBF,1.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_one,0.7,1,345345
164,FBF,2.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_one,0.7,1,345345
165,FBF,10.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_one,0.7,1,345345
166,FBF,1.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_one,0.7,1,345345
167,FBF,2.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_one,0.7,1,345345
168,FBF,10.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,All_Lanes,forward_one,0.7,1,345345
169,FBF,1.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,345345
170,FBF,2.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,345345
171,FBF,10.0,5,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,345345
172,FBF,1.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,345345
173,FBF,2.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,345345
174,FBF,10.0,10,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,345345
175,FBF,1.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,345345
176,FBF,2.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,345345
177,FBF,10.0,25,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,345345
178,FBF,1.0,50,15.0,180,4,3.0,5,8,100.0,90,1,Random_Network,0,10.0,30.0,1,1,Compat_Lanes,forward_one,0.7,1,345345
